id,location,event_type,feature,volume,resource_type,severity_type,fault_severity
991,location 946,event_type 11,feature 73,3,resource_type 8,severity_type 1,0
16269,location 175,event_type 34,feature 312,4,resource_type 2,severity_type 2,0
1418,location 1099,event_type 11,feature 202,4,resource_type 8,severity_type 1,1
2308,location 885,event_type 11,feature 202,6,resource_type 8,severity_type 2,2
12969,location 976,event_type 11,feature 201,1,resource_type 8,severity_type 1,1
2177,location 1107,event_type 15,feature 203,8,resource_type 8,severity_type 1,1
13908,location 823,event_type 11,feature 198,8,resource_type 8,severity_type 1,0
5658,location 834,event_type 15,feature 82,32,resource_type 8,severity_type 2,2
7243,location 485,event_type 34,feature 312,1,resource_type 2,severity_type 2,0
9637,location 990,event_type 11,feature 54,1,resource_type 8,severity_type 1,0
9654,location 995,event_type 15,feature 203,8,resource_type 8,severity_type 2,2
16396,location 742,event_type 54,feature 80,4,resource_type 2,severity_type 2,0
1620,location 976,event_type 15,feature 203,2,resource_type 8,severity_type 2,1
14588,location 742,event_type 15,feature 80,2,resource_type 8,severity_type 2,0
6534,location 672,event_type 11,feature 55,13,resource_type 8,severity_type 1,0
5837,location 816,event_type 14,feature 170,1,resource_type 4,severity_type 2,0
12414,location 141,event_type 35,feature 307,1,resource_type 2,severity_type 2,1
17171,location 242,event_type 34,feature 312,1,resource_type 2,severity_type 2,0
7319,location 1031,event_type 11,feature 54,9,resource_type 8,severity_type 1,1
16131,location 893,event_type 42,feature 368,6,resource_type 2,severity_type 1,0
11964,location 638,event_type 42,feature 283,7,resource_type 2,severity_type 1,2
10577,location 149,event_type 34,feature 307,2,resource_type 2,severity_type 2,0
18507,location 429,event_type 35,feature 94,1,resource_type 2,severity_type 4,0
16841,location 477,event_type 35,feature 229,2,resource_type 2,severity_type 2,0
4631,location 497,event_type 34,feature 312,82,resource_type 2,severity_type 2,0
6839,location 763,event_type 15,feature 203,2,resource_type 8,severity_type 2,1
16370,location 950,event_type 11,feature 54,1,resource_type 8,severity_type 1,1
11697,location 118,event_type 34,feature 232,16,resource_type 2,severity_type 2,0
1718,location 1008,event_type 15,feature 80,1,resource_type 8,severity_type 2,1
3793,location 955,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
9400,location 126,event_type 35,feature 232,3,resource_type 2,severity_type 2,0
18055,location 821,event_type 11,feature 193,4,resource_type 8,severity_type 1,0
4835,location 508,event_type 34,feature 312,13,resource_type 2,severity_type 2,0
11293,location 793,event_type 11,feature 73,21,resource_type 8,severity_type 2,0
12272,location 298,event_type 35,feature 232,1,resource_type 2,severity_type 2,1
10137,location 1019,event_type 15,feature 203,5,resource_type 8,severity_type 1,1
16888,location 258,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
11260,location 834,event_type 15,feature 82,36,resource_type 8,severity_type 2,2
13462,location 495,event_type 34,feature 232,14,resource_type 2,severity_type 2,0
14947,location 242,event_type 34,feature 229,17,resource_type 2,severity_type 2,0
5679,location 707,event_type 15,feature 71,3,resource_type 8,severity_type 2,0
16537,location 467,event_type 34,feature 312,4,resource_type 2,severity_type 2,0
17203,location 282,event_type 35,feature 313,1,resource_type 2,severity_type 4,0
15924,location 613,event_type 15,feature 82,2,resource_type 8,severity_type 1,0
4177,location 821,event_type 11,feature 82,38,resource_type 8,severity_type 1,2
9636,location 123,event_type 34,feature 313,7,resource_type 2,severity_type 2,0
4249,location 1026,event_type 11,feature 68,5,resource_type 8,severity_type 1,0
2444,location 508,event_type 34,feature 312,21,resource_type 2,severity_type 2,0
17338,location 1061,event_type 15,feature 201,1,resource_type 8,severity_type 2,2
6742,location 899,event_type 50,feature 374,1,resource_type 2,severity_type 2,0
12283,location 944,event_type 11,feature 170,3,resource_type 8,severity_type 1,1
18270,location 644,event_type 44,feature 376,1,resource_type 2,severity_type 1,1
16201,location 809,event_type 15,feature 71,9,resource_type 8,severity_type 1,0
373,location 834,event_type 15,feature 203,6,resource_type 8,severity_type 2,2
159,location 600,event_type 15,feature 82,36,resource_type 8,severity_type 2,2
16360,location 476,event_type 34,feature 232,8,resource_type 2,severity_type 2,0
12221,location 159,event_type 34,feature 312,6,resource_type 2,severity_type 2,0
3054,location 1050,event_type 14,feature 273,1,resource_type 4,severity_type 1,0
10962,location 73,event_type 28,feature 150,1,resource_type 9,severity_type 1,1
11775,location 845,event_type 11,feature 203,8,resource_type 8,severity_type 1,2
9070,location 584,event_type 11,feature 73,2,resource_type 8,severity_type 1,0
13559,location 644,event_type 46,feature 285,224,resource_type 2,severity_type 1,0
11210,location 658,event_type 11,feature 171,2,resource_type 8,severity_type 1,0
3057,location 466,event_type 35,feature 234,39,resource_type 2,severity_type 2,0
4437,location 122,event_type 35,feature 235,3,resource_type 2,severity_type 2,0
3445,location 352,event_type 11,feature 237,2,resource_type 2,severity_type 1,1
1674,location 1050,event_type 22,feature 197,2,resource_type 7,severity_type 4,1
17313,location 344,event_type 34,feature 232,2,resource_type 2,severity_type 2,0
5894,location 878,event_type 11,feature 73,2,resource_type 8,severity_type 4,0
7989,location 584,event_type 11,feature 195,3,resource_type 8,severity_type 1,0
8119,location 613,event_type 15,feature 203,15,resource_type 8,severity_type 1,2
6561,location 976,event_type 15,feature 203,11,resource_type 8,severity_type 2,2
1902,location 1113,event_type 11,feature 54,2,resource_type 8,severity_type 1,1
1936,location 298,event_type 35,feature 307,1,resource_type 2,severity_type 2,0
16495,location 849,event_type 11,feature 68,1,resource_type 8,severity_type 2,0
6362,location 942,event_type 11,feature 54,1,resource_type 8,severity_type 2,1
9187,location 505,event_type 35,feature 232,16,resource_type 2,severity_type 2,0
10346,location 326,event_type 34,feature 312,1,resource_type 2,severity_type 2,1
1438,location 37,event_type 11,feature 167,2,resource_type 8,severity_type 1,1
13517,location 157,event_type 34,feature 312,15,resource_type 2,severity_type 2,0
10961,location 1096,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
18048,location 239,event_type 20,feature 301,1,resource_type 2,severity_type 1,1
7396,location 149,event_type 35,feature 312,3,resource_type 2,severity_type 2,0
7123,location 1052,event_type 15,feature 82,24,resource_type 8,severity_type 2,2
12199,location 931,event_type 11,feature 80,2,resource_type 8,severity_type 1,0
9641,location 294,event_type 35,feature 312,1,resource_type 2,severity_type 2,1
2756,location 1053,event_type 11,feature 80,2,resource_type 8,severity_type 1,1
10830,location 496,event_type 35,feature 29,2,resource_type 8,severity_type 1,0
2306,location 485,event_type 34,feature 235,2,resource_type 2,severity_type 2,0
4044,location 826,event_type 11,feature 170,4,resource_type 8,severity_type 1,0
2592,location 834,event_type 15,feature 82,33,resource_type 8,severity_type 2,2
5478,location 810,event_type 11,feature 82,4,resource_type 8,severity_type 1,0
18063,location 496,event_type 35,feature 315,8,resource_type 2,severity_type 2,0
9803,location 124,event_type 34,feature 232,1,resource_type 2,severity_type 2,0
11653,location 1018,event_type 15,feature 80,4,resource_type 8,severity_type 1,0
7672,location 501,event_type 34,feature 313,1,resource_type 2,severity_type 2,0
4503,location 783,event_type 11,feature 171,1,resource_type 8,severity_type 2,0
18530,location 756,event_type 11,feature 54,2,resource_type 8,severity_type 1,0
2980,location 839,event_type 11,feature 68,2,resource_type 8,severity_type 2,0
17273,location 789,event_type 11,feature 206,1,resource_type 8,severity_type 1,1
11786,location 478,event_type 35,feature 229,2,resource_type 2,severity_type 2,0
1742,location 507,event_type 35,feature 232,3,resource_type 2,severity_type 2,0
549,location 495,event_type 34,feature 313,85,resource_type 2,severity_type 2,0
18204,location 184,event_type 35,feature 230,1,resource_type 2,severity_type 2,1
7464,location 268,event_type 35,feature 227,1,resource_type 2,severity_type 2,1
18168,location 120,event_type 34,feature 227,1,resource_type 2,severity_type 2,1
12370,location 602,event_type 11,feature 171,2,resource_type 8,severity_type 2,0
4836,location 895,event_type 43,feature 375,11,resource_type 2,severity_type 1,2
14079,location 130,event_type 34,feature 301,2,resource_type 2,severity_type 2,1
14353,location 763,event_type 15,feature 203,24,resource_type 8,severity_type 2,0
10110,location 1008,event_type 15,feature 201,1,resource_type 8,severity_type 2,2
7373,location 921,event_type 15,feature 203,2,resource_type 8,severity_type 2,1
6995,location 734,event_type 11,feature 193,6,resource_type 8,severity_type 1,2
16995,location 509,event_type 35,feature 232,12,resource_type 2,severity_type 2,0
6546,location 467,event_type 35,feature 312,2,resource_type 2,severity_type 2,0
17965,location 881,event_type 11,feature 170,2,resource_type 8,severity_type 1,0
9109,location 618,event_type 14,feature 306,1,resource_type 4,severity_type 4,1
17989,location 409,event_type 35,feature 233,2,resource_type 2,severity_type 2,0
6514,location 786,event_type 54,feature 306,1,resource_type 8,severity_type 1,1
3636,location 242,event_type 35,feature 309,90,resource_type 2,severity_type 2,0
6459,location 765,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
1547,location 91,event_type 35,feature 313,18,resource_type 2,severity_type 2,0
8777,location 133,event_type 35,feature 232,3,resource_type 2,severity_type 2,0
9969,location 484,event_type 35,feature 312,19,resource_type 2,severity_type 2,0
14280,location 794,event_type 20,feature 306,2,resource_type 8,severity_type 1,0
5880,location 1044,event_type 11,feature 73,3,resource_type 8,severity_type 1,0
13866,location 145,event_type 34,feature 312,2,resource_type 2,severity_type 2,0
17443,location 1086,event_type 15,feature 82,20,resource_type 8,severity_type 2,2
14217,location 1052,event_type 15,feature 82,10,resource_type 8,severity_type 1,0
15217,location 468,event_type 35,feature 232,39,resource_type 2,severity_type 2,0
14239,location 810,event_type 54,feature 172,1,resource_type 8,severity_type 1,0
2312,location 592,event_type 20,feature 219,1,resource_type 2,severity_type 1,1
11205,location 899,event_type 42,feature 368,4,resource_type 2,severity_type 2,1
4032,location 1044,event_type 11,feature 73,1,resource_type 8,severity_type 1,0
16916,location 1107,event_type 11,feature 71,13,resource_type 8,severity_type 1,2
2768,location 67,event_type 11,feature 171,8,resource_type 8,severity_type 1,0
2615,location 798,event_type 15,feature 82,28,resource_type 8,severity_type 2,2
9838,location 471,event_type 35,feature 233,1,resource_type 2,severity_type 2,0
5213,location 465,event_type 34,feature 232,23,resource_type 2,severity_type 2,0
8719,location 252,event_type 34,feature 232,1,resource_type 2,severity_type 2,0
14892,location 522,event_type 35,feature 232,11,resource_type 2,severity_type 2,0
10220,location 462,event_type 20,feature 134,2,resource_type 2,severity_type 1,0
14764,location 797,event_type 11,feature 207,1,resource_type 8,severity_type 1,2
14936,location 496,event_type 35,feature 312,48,resource_type 2,severity_type 2,0
5343,location 457,event_type 34,feature 315,1,resource_type 2,severity_type 2,0
6398,location 165,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
4904,location 560,event_type 3,feature 55,6,resource_type 8,severity_type 1,2
989,location 38,event_type 27,feature 240,2,resource_type 9,severity_type 4,1
10374,location 744,event_type 11,feature 69,1,resource_type 8,severity_type 2,0
10636,location 808,event_type 15,feature 71,2,resource_type 8,severity_type 2,0
17213,location 653,event_type 15,feature 201,3,resource_type 8,severity_type 1,1
7578,location 914,event_type 11,feature 75,1,resource_type 8,severity_type 2,0
13756,location 810,event_type 20,feature 193,2,resource_type 2,severity_type 1,2
2424,location 1072,event_type 11,feature 81,1,resource_type 8,severity_type 2,0
5147,location 962,event_type 15,feature 82,28,resource_type 8,severity_type 2,1
447,location 446,event_type 20,feature 221,1,resource_type 2,severity_type 1,0
8569,location 127,event_type 35,feature 233,3,resource_type 2,severity_type 2,0
11145,location 995,event_type 11,feature 193,6,resource_type 2,severity_type 1,2
6373,location 475,event_type 34,feature 314,4,resource_type 2,severity_type 2,0
8095,location 162,event_type 35,feature 307,1,resource_type 2,severity_type 4,0
7287,location 836,event_type 11,feature 195,1,resource_type 2,severity_type 1,0
17842,location 891,event_type 11,feature 73,3,resource_type 8,severity_type 4,0
9962,location 1042,event_type 15,feature 82,12,resource_type 8,severity_type 2,0
4132,location 479,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
16189,location 9,event_type 11,feature 196,1,resource_type 8,severity_type 1,0
15334,location 460,event_type 35,feature 309,1,resource_type 2,severity_type 2,0
12759,location 380,event_type 35,feature 232,13,resource_type 2,severity_type 2,0
11795,location 798,event_type 15,feature 82,6,resource_type 8,severity_type 2,0
5274,location 163,event_type 34,feature 312,1,resource_type 2,severity_type 2,1
1523,location 742,event_type 15,feature 80,1,resource_type 8,severity_type 2,0
14827,location 763,event_type 15,feature 203,3,resource_type 8,severity_type 2,1
4754,location 883,event_type 11,feature 170,5,resource_type 8,severity_type 1,0
10580,location 1060,event_type 11,feature 73,1,resource_type 8,severity_type 2,0
9944,location 1026,event_type 5,feature 8,1,resource_type 1,severity_type 1,1
14044,location 962,event_type 15,feature 203,1,resource_type 8,severity_type 2,1
5138,location 790,event_type 23,feature 306,1,resource_type 2,severity_type 1,1
11759,location 507,event_type 34,feature 312,35,resource_type 2,severity_type 2,0
391,location 149,event_type 34,feature 232,1,resource_type 2,severity_type 2,0
9964,location 389,event_type 34,feature 312,2,resource_type 2,severity_type 2,0
18400,location 432,event_type 11,feature 160,1,resource_type 8,severity_type 1,1
3320,location 313,event_type 34,feature 221,1,resource_type 2,severity_type 2,0
15626,location 1017,event_type 11,feature 170,6,resource_type 8,severity_type 1,1
11189,location 1019,event_type 11,feature 203,6,resource_type 8,severity_type 1,2
12712,location 418,event_type 35,feature 313,1,resource_type 2,severity_type 4,0
13189,location 687,event_type 11,feature 170,1,resource_type 8,severity_type 1,0
14439,location 1019,event_type 11,feature 74,1,resource_type 8,severity_type 1,2
8735,location 903,event_type 11,feature 54,2,resource_type 8,severity_type 1,0
4839,location 342,event_type 34,feature 232,1,resource_type 2,severity_type 2,1
292,location 242,event_type 35,feature 309,89,resource_type 2,severity_type 2,0
16661,location 453,event_type 21,feature 135,1,resource_type 2,severity_type 1,0
8008,location 325,event_type 21,feature 220,1,resource_type 2,severity_type 1,0
14075,location 489,event_type 34,feature 232,16,resource_type 2,severity_type 2,0
13504,location 600,event_type 15,feature 82,6,resource_type 8,severity_type 2,0
5135,location 745,event_type 23,feature 209,1,resource_type 7,severity_type 1,1
16906,location 653,event_type 15,feature 80,6,resource_type 8,severity_type 2,2
10294,location 600,event_type 15,feature 203,22,resource_type 8,severity_type 2,2
10353,location 481,event_type 34,feature 228,26,resource_type 2,severity_type 2,0
10032,location 311,event_type 35,feature 301,1,resource_type 2,severity_type 4,1
13572,location 283,event_type 34,feature 312,3,resource_type 2,severity_type 2,0
17410,location 1051,event_type 11,feature 68,1,resource_type 8,severity_type 1,2
7368,location 976,event_type 15,feature 82,24,resource_type 8,severity_type 2,0
15287,location 1015,event_type 11,feature 54,1,resource_type 8,severity_type 2,0
856,location 330,event_type 34,feature 232,2,resource_type 2,severity_type 2,1
16637,location 473,event_type 35,feature 235,2,resource_type 2,severity_type 2,0
9949,location 282,event_type 34,feature 312,2,resource_type 2,severity_type 2,1
14728,location 893,event_type 43,feature 375,18,resource_type 2,severity_type 1,0
2952,location 522,event_type 34,feature 312,4,resource_type 2,severity_type 2,0
734,location 313,event_type 34,feature 315,1,resource_type 2,severity_type 2,0
2001,location 478,event_type 35,feature 234,1,resource_type 2,severity_type 2,0
740,location 91,event_type 34,feature 235,1,resource_type 2,severity_type 2,1
16355,location 145,event_type 35,feature 227,1,resource_type 2,severity_type 2,1
15686,location 742,event_type 54,feature 80,4,resource_type 8,severity_type 1,1
8786,location 983,event_type 11,feature 80,6,resource_type 8,severity_type 1,0
15122,location 1049,event_type 11,feature 81,2,resource_type 8,severity_type 1,1
1798,location 154,event_type 34,feature 221,1,resource_type 2,severity_type 2,1
6164,location 1113,event_type 11,feature 209,1,resource_type 8,severity_type 1,0
6833,location 760,event_type 54,feature 54,172,resource_type 8,severity_type 1,0
17555,location 16,event_type 11,feature 54,7,resource_type 8,severity_type 1,1
8802,location 646,event_type 11,feature 203,2,resource_type 8,severity_type 1,1
12219,location 809,event_type 11,feature 193,1,resource_type 8,severity_type 1,0
11608,location 826,event_type 13,feature 273,2,resource_type 8,severity_type 1,1
11842,location 760,event_type 54,feature 362,11,resource_type 2,severity_type 4,0
14837,location 846,event_type 15,feature 80,1,resource_type 8,severity_type 2,1
1184,location 851,event_type 23,feature 306,1,resource_type 8,severity_type 1,0
12321,location 242,event_type 34,feature 229,61,resource_type 2,severity_type 2,0
15899,location 684,event_type 15,feature 82,22,resource_type 8,severity_type 1,0
15474,location 152,event_type 34,feature 232,1,resource_type 2,severity_type 2,1
13490,location 1008,event_type 15,feature 82,8,resource_type 8,severity_type 2,0
2268,location 1067,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
17663,location 559,event_type 11,feature 200,2,resource_type 8,severity_type 1,2
13278,location 834,event_type 15,feature 82,18,resource_type 8,severity_type 2,0
5288,location 740,event_type 11,feature 55,1,resource_type 8,severity_type 1,0
14993,location 921,event_type 15,feature 82,8,resource_type 8,severity_type 2,2
8316,location 102,event_type 35,feature 313,1,resource_type 2,severity_type 2,0
17976,location 157,event_type 35,feature 232,7,resource_type 2,severity_type 2,0
13506,location 1038,event_type 11,feature 68,1,resource_type 8,severity_type 1,0
9249,location 802,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
2392,location 734,event_type 54,feature 203,2,resource_type 2,severity_type 1,0
2439,location 661,event_type 23,feature 306,1,resource_type 7,severity_type 4,0
9196,location 984,event_type 13,feature 68,8,resource_type 6,severity_type 1,2
1907,location 957,event_type 11,feature 55,2,resource_type 8,severity_type 1,0
16077,location 821,event_type 15,feature 193,1,resource_type 8,severity_type 1,1
6024,location 181,event_type 35,feature 233,1,resource_type 2,severity_type 1,0
16378,location 830,event_type 11,feature 170,3,resource_type 8,severity_type 1,0
14805,location 124,event_type 35,feature 232,4,resource_type 2,severity_type 2,0
1566,location 1018,event_type 11,feature 71,3,resource_type 8,severity_type 1,0
3395,location 496,event_type 34,feature 229,3,resource_type 2,severity_type 2,0
9643,location 744,event_type 11,feature 170,7,resource_type 2,severity_type 1,0
15766,location 684,event_type 15,feature 82,20,resource_type 8,severity_type 2,0
6129,location 1044,event_type 11,feature 73,20,resource_type 8,severity_type 1,0
16200,location 912,event_type 11,feature 170,2,resource_type 8,severity_type 1,1
11329,location 680,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
6818,location 1026,event_type 13,feature 68,2,resource_type 6,severity_type 1,1
6293,location 226,event_type 35,feature 307,1,resource_type 2,severity_type 1,0
9650,location 120,event_type 34,feature 309,1,resource_type 2,severity_type 2,1
7224,location 501,event_type 35,feature 315,1,resource_type 2,severity_type 4,0
8803,location 506,event_type 34,feature 233,4,resource_type 2,severity_type 2,0
569,location 151,event_type 35,feature 312,2,resource_type 2,severity_type 2,0
8626,location 465,event_type 35,feature 312,43,resource_type 2,severity_type 2,0
3560,location 466,event_type 35,feature 234,52,resource_type 2,severity_type 2,0
4929,location 691,event_type 11,feature 68,1,resource_type 7,severity_type 2,1
10071,location 143,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
8613,location 469,event_type 34,feature 315,6,resource_type 2,severity_type 2,0
6357,location 808,event_type 11,feature 71,2,resource_type 8,severity_type 1,0
4237,location 135,event_type 34,feature 315,4,resource_type 2,severity_type 2,0
2498,location 963,event_type 11,feature 109,4,resource_type 8,severity_type 1,0
12663,location 240,event_type 35,feature 312,1,resource_type 2,severity_type 2,1
10221,location 826,event_type 11,feature 118,2,resource_type 6,severity_type 1,0
684,location 704,event_type 15,feature 203,19,resource_type 8,severity_type 1,2
18134,location 248,event_type 20,feature 301,2,resource_type 2,severity_type 1,0
4967,location 9,event_type 54,feature 71,3,resource_type 2,severity_type 1,0
4480,location 734,event_type 54,feature 203,6,resource_type 2,severity_type 1,1
9850,location 337,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
885,location 497,event_type 34,feature 232,5,resource_type 2,severity_type 2,0
16607,location 268,event_type 34,feature 313,1,resource_type 2,severity_type 2,0
17809,location 479,event_type 35,feature 234,19,resource_type 2,severity_type 2,0
8572,location 613,event_type 11,feature 82,30,resource_type 8,severity_type 1,0
2064,location 459,event_type 35,feature 229,1,resource_type 2,severity_type 2,0
4275,location 8,event_type 15,feature 56,2,resource_type 8,severity_type 1,0
8682,location 1054,event_type 11,feature 73,1,resource_type 8,severity_type 1,0
4715,location 1116,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
15905,location 353,event_type 34,feature 232,2,resource_type 2,severity_type 2,1
17779,location 891,event_type 11,feature 73,19,resource_type 8,severity_type 1,0
4077,location 255,event_type 34,feature 312,6,resource_type 2,severity_type 2,0
4886,location 684,event_type 11,feature 203,11,resource_type 8,severity_type 1,1
3851,location 704,event_type 15,feature 82,8,resource_type 8,severity_type 1,2
8765,location 1033,event_type 11,feature 170,2,resource_type 8,severity_type 1,1
17995,location 705,event_type 11,feature 54,1,resource_type 8,severity_type 1,0
11826,location 1010,event_type 11,feature 195,2,resource_type 8,severity_type 1,0
321,location 921,event_type 15,feature 82,2,resource_type 8,severity_type 2,1
379,location 742,event_type 11,feature 25,8,resource_type 8,severity_type 1,0
12468,location 165,event_type 34,feature 232,2,resource_type 2,severity_type 2,0
2388,location 744,event_type 11,feature 179,2,resource_type 8,severity_type 1,2
1470,location 657,event_type 18,feature 345,3,resource_type 10,severity_type 1,1
4819,location 1107,event_type 11,feature 193,7,resource_type 8,severity_type 1,2
9132,location 914,event_type 23,feature 306,1,resource_type 7,severity_type 4,0
12959,location 962,event_type 15,feature 82,92,resource_type 8,severity_type 2,2
12652,location 932,event_type 15,feature 80,1,resource_type 8,severity_type 2,0
6585,location 866,event_type 11,feature 170,17,resource_type 8,severity_type 1,2
8908,location 1063,event_type 11,feature 195,1,resource_type 8,severity_type 1,0
18466,location 603,event_type 11,feature 170,4,resource_type 8,severity_type 1,0
9483,location 1063,event_type 11,feature 187,3,resource_type 8,severity_type 1,1
15562,location 133,event_type 34,feature 312,9,resource_type 2,severity_type 2,0
16667,location 228,event_type 35,feature 232,3,resource_type 2,severity_type 2,0
6772,location 33,event_type 10,feature 37,1,resource_type 3,severity_type 4,0
5836,location 555,event_type 11,feature 200,2,resource_type 8,severity_type 1,2
16155,location 603,event_type 31,feature 279,1,resource_type 8,severity_type 4,0
2192,location 240,event_type 34,feature 233,3,resource_type 2,severity_type 2,0
5347,location 889,event_type 11,feature 195,1,resource_type 8,severity_type 1,0
10458,location 638,event_type 44,feature 283,5,resource_type 2,severity_type 1,2
16733,location 1069,event_type 11,feature 209,7,resource_type 8,severity_type 1,0
15420,location 810,event_type 15,feature 82,7,resource_type 8,severity_type 2,2
1399,location 821,event_type 11,feature 80,2,resource_type 8,severity_type 1,2
13004,location 821,event_type 54,feature 82,18,resource_type 2,severity_type 1,0
3343,location 126,event_type 34,feature 227,1,resource_type 2,severity_type 2,0
13981,location 228,event_type 35,feature 314,1,resource_type 2,severity_type 4,0
12539,location 695,event_type 11,feature 195,1,resource_type 8,severity_type 1,0
8717,location 170,event_type 34,feature 232,5,resource_type 2,severity_type 2,0
15108,location 15,event_type 11,feature 171,1,resource_type 8,severity_type 2,0
15178,location 507,event_type 34,feature 312,1,resource_type 2,severity_type 2,0
4085,location 798,event_type 15,feature 203,4,resource_type 8,severity_type 1,1
10839,location 696,event_type 11,feature 54,10,resource_type 8,severity_type 2,0
3431,location 102,event_type 35,feature 310,9,resource_type 2,severity_type 2,1
2793,location 1037,event_type 20,feature 149,6,resource_type 8,severity_type 1,0
11936,location 445,event_type 34,feature 312,16,resource_type 2,severity_type 2,0
18099,location 757,event_type 11,feature 204,2,resource_type 8,severity_type 1,0
1143,location 878,event_type 11,feature 195,4,resource_type 8,severity_type 2,0
4209,location 1086,event_type 15,feature 82,23,resource_type 8,severity_type 2,2
9787,location 1014,event_type 13,feature 54,2,resource_type 8,severity_type 1,1
5709,location 736,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
11925,location 830,event_type 11,feature 87,2,resource_type 8,severity_type 1,0
12127,location 38,event_type 10,feature 153,1,resource_type 9,severity_type 5,0
2251,location 330,event_type 35,feature 313,1,resource_type 2,severity_type 4,0
11407,location 471,event_type 35,feature 312,5,resource_type 2,severity_type 2,0
3417,location 584,event_type 11,feature 73,6,resource_type 8,severity_type 1,0
10171,location 1050,event_type 11,feature 273,2,resource_type 6,severity_type 1,1
8759,location 1018,event_type 15,feature 193,2,resource_type 8,severity_type 2,0
9221,location 653,event_type 15,feature 203,2,resource_type 8,severity_type 2,1
2722,location 803,event_type 11,feature 85,1,resource_type 8,severity_type 1,1
8215,location 892,event_type 51,feature 292,106,resource_type 2,severity_type 2,0
18075,location 856,event_type 11,feature 170,1,resource_type 4,severity_type 1,1
3388,location 147,event_type 34,feature 313,2,resource_type 2,severity_type 2,0
2304,location 292,event_type 34,feature 233,1,resource_type 2,severity_type 2,0
10437,location 540,event_type 11,feature 205,1,resource_type 8,severity_type 1,2
10203,location 241,event_type 35,feature 232,1,resource_type 2,severity_type 2,0
15914,location 155,event_type 34,feature 232,13,resource_type 2,severity_type 2,0
16000,location 334,event_type 35,feature 235,1,resource_type 2,severity_type 2,0
6994,location 1046,event_type 11,feature 68,2,resource_type 8,severity_type 2,0
18300,location 244,event_type 34,feature 312,5,resource_type 2,severity_type 2,0
18426,location 155,event_type 35,feature 312,2,resource_type 2,severity_type 2,0
16143,location 834,event_type 15,feature 203,16,resource_type 8,severity_type 2,0
9888,location 826,event_type 13,feature 273,4,resource_type 6,severity_type 1,1
6166,location 1046,event_type 11,feature 68,4,resource_type 6,severity_type 1,1
6351,location 1109,event_type 11,feature 68,1,resource_type 8,severity_type 2,0
16766,location 816,event_type 23,feature 223,1,resource_type 7,severity_type 4,1
6283,location 638,event_type 44,feature 283,7,resource_type 2,severity_type 1,2
17421,location 845,event_type 15,feature 172,1,resource_type 8,severity_type 2,1
2606,location 641,event_type 42,feature 283,4,resource_type 2,severity_type 1,0
18036,location 7,event_type 11,feature 70,6,resource_type 8,severity_type 1,0
4273,location 600,event_type 15,feature 203,10,resource_type 8,severity_type 2,1
11827,location 126,event_type 35,feature 307,3,resource_type 2,severity_type 1,0
6842,location 430,event_type 34,feature 312,4,resource_type 2,severity_type 2,0
6355,location 759,event_type 11,feature 54,1,resource_type 8,severity_type 1,0
5456,location 995,event_type 15,feature 80,1,resource_type 8,severity_type 1,1
5632,location 921,event_type 15,feature 82,7,resource_type 8,severity_type 2,0
2320,location 715,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
10008,location 172,event_type 35,feature 312,8,resource_type 2,severity_type 2,0
4035,location 710,event_type 11,feature 60,2,resource_type 8,severity_type 2,1
17576,location 808,event_type 11,feature 71,2,resource_type 8,severity_type 1,0
12319,location 509,event_type 35,feature 232,14,resource_type 2,severity_type 2,0
13390,location 976,event_type 11,feature 80,10,resource_type 8,severity_type 1,2
4397,location 516,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
13216,location 948,event_type 13,feature 273,1,resource_type 6,severity_type 1,1
18098,location 613,event_type 54,feature 82,12,resource_type 8,severity_type 1,0
5876,location 506,event_type 35,feature 232,61,resource_type 2,severity_type 2,0
13647,location 599,event_type 15,feature 82,2,resource_type 8,severity_type 2,1
16952,location 242,event_type 34,feature 234,39,resource_type 2,severity_type 2,0
4299,location 944,event_type 11,feature 170,1,resource_type 8,severity_type 1,0
10031,location 311,event_type 20,feature 134,1,resource_type 2,severity_type 1,1
1568,location 763,event_type 15,feature 82,16,resource_type 8,severity_type 2,0
11310,location 328,event_type 35,feature 313,1,resource_type 2,severity_type 2,0
17601,location 1097,event_type 11,feature 170,2,resource_type 8,severity_type 1,1
16902,location 763,event_type 11,feature 203,2,resource_type 8,severity_type 1,0
14479,location 957,event_type 11,feature 81,4,resource_type 8,severity_type 1,0
13232,location 856,event_type 22,feature 75,1,resource_type 8,severity_type 2,1
6897,location 1051,event_type 11,feature 54,1,resource_type 8,severity_type 1,2
